1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,154,158,151,38108,38113,38100,14999385,9250500,50.03,0.86
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,159,158,152,38092,38103,38116,14999945,9249968,50.05,0.85
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,158,153,149,38104,38107,38120,14999176,9249735,50.03,0.83
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,158,150,155,38099,38091,38102,15000080,9250918,50.01,0.86
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,153,152,158,38110,38103,38094,14999232,9249810,49.99,0.85
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,153,152,159,38090,38103,38099,15000813,9249485,49.99,0.84
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,152,149,156,38120,38096,38119,14999250,9249447,50.05,0.87
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,158,153,154,38108,38104,38105,14999641,9250667,49.96,0.83
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,149,155,152,38097,38094,38104,15000970,9249941,50.03,0.87
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,156,156,155,38120,38119,38113,15000774,9249713,49.98,0.83
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,156,153,154,38114,38117,38090,15000503,9249014,49.97,0.84
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,152,153,154,38100,38108,38105,14999523,9249791,50.03,0.86
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,151,152,155,38116,38092,38106,15000818,9249790,50.04,0.83
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,152,156,154,38105,38090,38115,14999925,9249095,50.03,0.84
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,155,153,151,38100,38105,38117,14999717,9250270,50.04,0.84
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,155,155,155,38112,38107,38091,14999868,9250570,49.95,0.85
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,152,156,154,38108,38100,38120,15000203,9249153,50.01,0.84
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,151,153,156,38119,38098,38093,14999301,9249264,49.96,0.84
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,152,156,154,38116,38114,38093,15000346,9250349,50.04,0.87
