Circuit breaker Open/Close Status, Disconnector Open/Close Status, Earth switch Open/Close Status, Protection system healthy (Trip circuit healthy), Control level - Local or remote, Protection tripped, Circuit breaker mechanical failure, Auxiliary power failure, Intertrip command send, Intertrip command receive, Current Line 'L1', Current Line 'L2', Current Line 'L3', Voltage Phase 'L1-N', Voltage Phase 'L2-N', Voltage Phase 'L3-N', Active Power, Reactive power, Frequency, Power Factor
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,933,914,931,6347,6341,6356,14999839,9250263,50.01,0.85
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,922,932,923,6353,6349,6350,14999949,9250586,50.02,0.87
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,928,924,926,6341,6358,6358,15000837,9249565,49.96,0.87
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,924,928,919,6355,6361,6347,14999261,9250226,49.96,0.87
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,927,918,918,6354,6355,6348,15000900,9249034,49.97,0.83
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,915,929,928,6360,6361,6356,15000515,9250860,50.05,0.86
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,914,916,916,6354,6359,6342,15000295,9249136,49.95,0.87
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,921,917,927,6343,6352,6343,15000445,9249402,50.03,0.84
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,915,933,920,6341,6351,6349,15000290,9249355,49.96,0.83
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,918,920,934,6360,6352,6345,14999539,9250974,49.95,0.84
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,990,998,990,5753,5750,5751,14999404,9249313,48.5,0.83
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,992,990,994,5759,5760,5750,14999878,9250286,48.51,0.84
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,981,980,984,5756,5749,5740,14999723,9249397,48.49,0.86
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,988,990,996,5750,5753,5745,14999092,9249482,48.48,0.87
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,988,988,999,5750,5743,5750,14999735,9249789,48.52,0.87
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,370,373,365,6345,6360,6344,6000495,3699979,50.03,0.85
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,372,370,370,6355,6348,6352,6000000,3699566,50.02,0.84
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,374,370,366,6354,6352,6351,5999578,3700380,49.98,0.83
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,369,366,370,6347,6354,6344,5999697,3699920,50.02,0.84
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,367,372,370,6358,6359,6349,6000000,3700000,50.02,0.86
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,372,370,373,6355,6358,6349,5999678,3700345,50.03,0.87
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,370,371,366,6347,6358,6355,6000041,3700392,50.03,0.84
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,365,367,366,6349,6358,6356,5999614,3700000,50.02,0.83
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,369,365,370,6356,6355,6359,6000375,3700000,50.02,0.85
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,373,372,368,6342,6348,6360,5999999,3699675,49.96,0.86
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,371,369,370,6345,6359,6354,6000000,3700254,50.05,0.85
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,369,368,371,6356,6344,6351,6000449,3700278,49.97,0.85
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,370,372,373,6353,6344,6354,6000262,3699576,50.04,0.87
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,368,366,370,6350,6346,6355,6000000,3700000,50.01,0.85
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,369,370,370,6344,6352,6350,5999895,3700387,49.96,0.84
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,370,368,370,6361,6342,6359,6000000,3699688,50.05,0.85
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,370,373,370,6343,6351,6356,6000000,3699587,49.96,0.85
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,370,370,370,6355,6356,6342,5999586,3700495,50.05,0.86
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,365,369,366,6359,6343,6349,6000473,3699802,49.96,0.84
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,370,371,370,6358,6343,6344,6000483,3700000,50.02,0.86
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,368,367,371,6351,6348,6347,6000000,3699880,49.97,0.83
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,370,370,370,6351,6352,6353,6000000,3700359,49.98,0.85
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,375,373,367,6353,6361,6357,6000318,3699949,50,0.87
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,368,371,370,6355,6345,6361,5999903,3700000,50.02,0.87
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,370,370,370,6357,6356,6344,6000386,3700222,50.04,0.86
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,370,374,369,6346,6361,6355,6000000,3700231,50.04,0.87
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,370,371,370,6352,6356,6350,6000261,3700102,49.97,0.87
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,370,371,374,6359,6348,6342,6000000,3700000,49.96,0.83
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,370,370,366,6351,6341,6357,5999639,3700000,50.05,0.83
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,373,370,370,6358,6354,6352,6000035,3700000,49.95,0.84
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,370,366,368,6357,6344,6341,6000491,3700185,50,0.84
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,370,369,372,6360,6353,6360,5999783,3700000,50.03,0.85
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,370,370,370,6344,6341,6361,6000000,3700093,49.99,0.85
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,370,370,375,6348,6359,6359,6000254,3699845,50.04,0.83
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,370,370,371,6348,6348,6352,6000000,3700217,49.97,0.85
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,370,371,370,6358,6345,6354,6000000,3699945,50.05,0.85
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,369,370,374,6353,6357,6341,6000093,3699723,49.99,0.86
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,370,369,371,6360,6352,6359,5999559,3700228,50.03,0.85
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,374,370,374,6351,6349,6355,6000000,3699549,50.03,0.84
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,370,370,367,6355,6346,6358,6000000,3700000,50.05,0.85
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,374,369,369,6357,6353,6347,6000000,3699521,50,0.87
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,370,374,367,6353,6352,6357,6000258,3700000,49.96,0.87
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,368,370,370,6348,6349,6355,6000000,3700000,49.96,0.83
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,371,370,370,6350,6344,6355,6000000,3700416,49.98,0.87
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,370,370,370,6346,6342,6358,6000000,3700000,50.03,0.84
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,368,374,368,6342,6349,6351,6000000,3699707,49.97,0.85
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,370,370,370,6354,6345,6350,6000000,3700000,50.04,0.86
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,366,365,370,6353,6342,6358,5999519,3700000,49.99,0.83
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,370,370,370,6345,6360,6361,6000024,3700214,49.98,0.83
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,368,372,366,6341,6360,6353,6000322,3700000,49.98,0.83
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,370,369,369,6347,6360,6355,6000420,3700000,50.02,0.87
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,370,366,373,6351,6353,6350,6000214,3699749,49.97,0.86
1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,366,368,370,6355,6343,6342,6000273,3700000,50.02,0.84
