FALSE,TRUE,FALSE,TRUE,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,366,374,367,6348,6348,6347,5999845,3699557,50.01,0.85
FALSE,TRUE,FALSE,TRUE,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,370,370,369,6355,6347,6353,6000238,3699561,50.02,0.83
FALSE,TRUE,FALSE,TRUE,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,373,366,370,6344,6351,6342,5999860,3699528,50.04,0.87
FALSE,TRUE,FALSE,TRUE,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,370,368,374,6345,6350,6361,5999722,3699564,49.96,0.83
FALSE,TRUE,FALSE,TRUE,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,368,365,369,6342,6344,6359,6000418,3699515,50.01,0.85
FALSE,TRUE,FALSE,TRUE,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,375,371,365,6343,6359,6355,6000046,3699602,50.03,0.85
FALSE,TRUE,FALSE,TRUE,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,375,371,366,6358,6351,6346,6000295,3700311,50.03,0.86
FALSE,TRUE,FALSE,TRUE,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,372,373,369,6351,6350,6361,6000328,3700142,49.98,0.84
FALSE,TRUE,FALSE,TRUE,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,369,368,365,6359,6355,6342,6000474,3699580,50.03,0.83
FALSE,TRUE,FALSE,TRUE,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,369,373,368,6342,6341,6361,6000366,3700327,50.04,0.85
FALSE,TRUE,FALSE,TRUE,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,372,367,368,6356,6350,6351,6000202,3699859,49.99,0.87
FALSE,TRUE,FALSE,TRUE,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,370,371,367,6346,6353,6353,5999916,3699666,50.05,0.83
FALSE,TRUE,FALSE,TRUE,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,375,367,375,6345,6351,6357,6000463,3699940,49.98,0.84
FALSE,TRUE,FALSE,TRUE,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,365,366,375,6348,6357,6356,6000089,3699639,49.98,0.83
FALSE,TRUE,FALSE,TRUE,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,374,374,372,6341,6354,6360,5999879,3699985,50.01,0.87
FALSE,TRUE,FALSE,TRUE,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,375,371,365,6359,6360,6343,5999681,3699611,50.03,0.86
FALSE,TRUE,FALSE,TRUE,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,373,372,369,6352,6357,6351,5999700,3700407,50,0.85
FALSE,TRUE,FALSE,TRUE,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,367,366,375,6351,6350,6348,6000420,3700393,50.05,0.87
FALSE,TRUE,FALSE,TRUE,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,372,366,374,6359,6355,6355,6000414,3699588,49.97,0.83
FALSE,TRUE,FALSE,TRUE,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,370,372,365,6358,6347,6350,5999660,3699953,50.02,0.84
FALSE,TRUE,FALSE,TRUE,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,365,372,375,6345,6358,6341,6000169,3700314,50.04,0.85
FALSE,TRUE,FALSE,TRUE,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,371,365,371,6346,6358,6358,5999556,3700179,49.95,0.86
FALSE,TRUE,FALSE,TRUE,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,365,371,372,6343,6350,6353,6000129,3700275,49.99,0.86
FALSE,TRUE,FALSE,TRUE,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,375,368,373,6359,6344,6341,5999979,3699633,49.96,0.85
FALSE,TRUE,FALSE,TRUE,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,374,369,365,6359,6350,6343,5999629,3700279,49.95,0.87
FALSE,TRUE,FALSE,TRUE,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,366,374,365,6351,6353,6347,6000154,3700163,49.96,0.85
FALSE,TRUE,FALSE,TRUE,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,369,374,375,6357,6344,6361,6000044,3700024,50.03,0.83
